"Organization Name",Address,"Petition File Date","Vote Count Date",Notes,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"New York (NY) : Upstate NY : Clay, Route 31 East - 52420","3820 State Route 31, Liverpool NY 13090-1310",12/12/2022,1/27/2023,,43.183151,-76.248897,1,rooftop,3820,"State Rte 31",,,Liverpool,NY,"Onondaga County",13090,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"Washington (WA) : Shoreline WA - 10990 - Hwy 99 & 185th","18336 Midvale Ave N 114, Seattle, WA 98133",12/9/2022,1/26/2023,,47.762069,-122.344555,1,rooftop,18336,"Midvale Ave N",,"N 114",Seattle,WA,"King County",98133,US,"City of Seattle"
"Colorado (CO) : Baseline Rd & Broadway - Boulder - 10857","2400 Baseline Rd, Boulder CO 80305-3386",11/17/2022,1/24/2023,,39.999857,-105.263015,1,rooftop,2400,"Baseline Rd",,,Boulder,CO,"Boulder County",80305,US,"Boulder (Boulder County, CO)"
"Illinois (IL) : Old Orchard Mall - 2260","4999 Old Orchard Ctr Spc E-46, Skokie IL 60077-1450",12/9/2022,1/19/2023,,42.060894,-87.748247,0.95,rooftop,4999,"Old Orchard Rd",Space,"E 46",Skokie,IL,"Cook County",60077,US,Cook
"Texas (TX) : FM 2499 & Dixon - 16382","5871 Long Prairie Rd, Flower Mound TX 75028-5649",12/9/2022,1/15/2023,,33.065943,-97.0814,1,rooftop,5871,"Long Prairie Rd",,,"Flower Mound",TX,"Denton County",75028,US,Denton
"Pennsylvania (PA) : PA JB : South Hills Village - 23828","301 S Hills Vlg, Pittsburgh PA 15241-1400",12/9/2022,1/12/2023,,40.342453,-80.055657,1,rooftop,301,"S Hills Vlg",,,Pittsburgh,PA,"Allegheny County",15241,US,Allegheny
"Arkansas (AR) : MLK & I-540 - 17955","2117 W Martin Luther King Jr Blvd, Fayetteville AR 72701-6216",12/5/2022,1/12/2023,,36.055,-94.190121,1,rooftop,2117,"W Martin Luther King Jr Blvd",,,Fayetteville,AR,"Washington County",72701,US,"Arkansas Geographic Information Office"
"Kentucky (KY) : 1000 Baxter Ave. Center - 2487","972 Baxter Ave, Louisville KY 40204-2064",11/21/2022,1/11/2023,,38.239955,-85.72449,1,rooftop,972,"Baxter Ave",,,Louisville,KY,"Jefferson County",40204,US,"Metro Louisville,  LOJIC partners"
"Texas (TX) : Hwy 59 and Northpark - 60120","30130 Rock Creek Dr Ste 100, Kingwood TX 77339-2874",11/29/2022,1/10/2023,,30.067728,-95.248962,1,rooftop,30130,"Rock Creek Dr",Ste,100,Kingwood,TX,"Montgomery County",77339,US,"City of Houston"
"Virginia (VA) : Ashbrook Marketplace - 9376","44185 Ashbrook Marketplace Plz Ste 100, Ashburn VA 20147-3440",11/11/2022,1/9/2023,,39.061338,-77.471977,1,rooftop,44185,"Ashbrook Marketplace Plz",Ste,100,Ashburn,VA,"Loudoun County",20147,US,Loudoun
"Georgia (GA) : Crabapple Rd & Houze Rd - 10238","12330 Crabapple Rd, Alpharetta GA 30004-6698",11/14/2022,1/5/2023,,34.081948,-84.357941,1,rooftop,12330,"Crabapple Rd",,,Alpharetta,GA,"Fulton County",30004,US,"City of Roswell"
"Nevada (NV) : Rainbow & Oakey, Las Vegas - 8613","1772 S Rainbow Blvd Ste 110, Las Vegas NV 89146-0005",11/16/2022,12/20/2022,,36.150544,-115.243102,1,range_interpolation,1772,"S Rainbow Blvd",Ste,110,"Las Vegas",NV,"Clark County",89146,US,"TIGER/Line® dataset from the US Census Bureau"
"Ohio (OH) : Ohio State University - 2434","1784 N High St, Columbus OH 43201-1145",11/7/2022,12/19/2022,,39.998804,-83.007419,1,rooftop,1784,"N High St",,,Columbus,OH,"Franklin County",43201,US,"City of Columbus"
"Illinois (IL) : Willow & Pfingsten - 247","2760 Willow Rd, Glenview IL 60025-7623",10/24/2022,12/6/2022,,42.105436,-87.789233,0.7,street_center,,"Willow Rd",,,Glenview,IL,"Cook County",60025,US,"TIGER/Line® dataset from the US Census Bureau"
"Illinois (IL) : York & Industrial - 23619","624 N York St Ste A, Elmhurst IL 60126-1636",9/22/2022,12/5/2022,,41.918468,-87.940264,1,rooftop,624,"N York St",Ste,A,Elmhurst,IL,"Dupage County",60126,US,Dupage
"Pennsylvania (PA) : PA JB : Whitehall, MacArthur Road - 60330","2630 MacArthur Rd Ste 100, Whitehall PA 18052-3817",10/31/2022,12/2/2022,,40.645784,-75.494402,1,rooftop,2630,"Macarthur Rd",Ste,100,Whitehall,PA,"Lehigh County",18052,US,Lehigh
"Washington (WA) : S. Sammish Way & 36th St - 3290 - Bellingham WA","222 36th St, Bellingham WA 98225-6540",10/17/2022,12/1/2022,,48.731196,-122.471204,1,rooftop,222,"36th St",,,Bellingham,WA,"Whatcom County",98225,US,"City of Bellingham"
"Wisconsin (WI) : Auto Plaza Way & Main St - 2602 - Madison WI","2230 Main St, Green Bay WI 54302-3770",10/10/2022,11/29/2022,,44.484619,-87.971762,1,rooftop,2230,"Main St",,,"Green Bay",WI,"Brown County",54302,US,Brown
"Washington (WA) : 1144 Elliott Ave W - 9447 - Seattle WA","1144 Elliott Ave W, Seattle WA 98119-3103",9/19/2022,11/17/2022,,47.629835,-122.372059,1,rooftop,1144,"Elliott Ave W",,,Seattle,WA,"King County",98119,US,"City of Seattle"
"Arkansas (AR) : Wedington and N Salem - 24570","3500 Black Forest Dr # 1, Fayetteville AR 72704-6551",10/6/2022,11/14/2022,,36.078298,-94.210309,1,nearest_rooftop_match,3500,"W Black Forest Dr",#,1,Fayetteville,AR,"Washington County",72704,US,"Arkansas Geographic Information Office"
"Virginia (VA) : Courthouse Arlington - 13593","2200 Clarendon Blvd, Arlington VA 22201-3379",9/29/2022,11/8/2022,,38.890344,-77.085856,1,rooftop,2200,"Clarendon Blvd",,,Arlington,VA,"Arlington County",22201,US,Arlington
"Pennsylvania (PA) : PJB PA : Broad & Spring Garden - 54020","490 N Broad St, Philadelphia PA 19130-4321",9/30/2022,11/4/2022,,39.962307,-75.162354,1,rooftop,490,"N Broad St",,,Philadelphia,PA,"Philadelphia County",19130,US,Philadelphia
"Texas (TX) : 1604 & NW Military - 20133","16852 NW Military Hwy, Shavano Park TX 78231-1275",9/21/2022,11/4/2022,,29.599009,-98.562741,1,rooftop,16852,"NW Military Hwy",,,"Shavano Park",TX,"Bexar County",78231,US,"Statewide (CC 0 Texas Natural Resources Information System)"
"Alabama (AL) : John T. Reid Pkwy. & County Park R - 66182","23029 John T Reid Pkwy T, Scottsboro, AL 35768",6/6/2022,10/31/2022,,34.649155,-86.031329,1,range_interpolation,23029,"John T Reid Pkwy",,,Scottsboro,AL,"Jackson County",35768,US,"TIGER/Line® dataset from the US Census Bureau"
"New York (NY) : Upstate NY : New Scotland Avenue - 11275","62 New Scotland Ave, Albany NY 12208-3466",9/12/2022,10/28/2022,,42.652262,-73.776367,1,rooftop,62,"New Scotland Ave",,,Albany,NY,"Albany County",12208,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"Illinois (IL) : Irving Park & Ashland - 48615","1601 W Irving Park Rd, Chicago IL 60613-2511",9/16/2022,10/25/2022,,41.95444,-87.669049,1,range_interpolation,1601,"W Irving Park Rd",,,Chicago,IL,"Cook County",60613,US,"TIGER/Line® dataset from the US Census Bureau"
"Pennsylvania (PA) : PJB PA : 22nd and South - 29964","2201 South St, Philadelphia PA 19146-2075",8/11/2022,10/25/2022,,39.945475,-75.178674,1,rooftop,2201,"South St",,,Philadelphia,PA,"Philadelphia County",19146,US,Philadelphia
"California (CA) : Northern California : Washington & Linden - 7981","71 Washington St, Santa Clara CA 95050-6138",9/12/2022,10/21/2022,,37.339572,-121.938655,1,rooftop,71,"Washington St",,,"Santa Clara",CA,"Santa Clara County",95050,US,"City of Santa Clara (PDDL)"
"Massachusetts (MA) : Federal Street - 869 - MA","75 Federal St # 101, Boston MA 02110-1913",8/29/2022,10/21/2022,,42.355288,-71.056801,1,rooftop,75,"Federal St",#,101,Boston,MA,"Suffolk County",02110,US,"City of Boston"
"Pennsylvania (PA) : PA JB : Easton - 9534","3712 Easton Nazareth Hwy, Easton PA 18045-8342",9/15/2022,10/20/2022,,40.716083,-75.284063,1,rooftop,3712,"Easton-Nazareth Hwy",,,Easton,PA,"Northampton County",18045,US,Northampton
"Texas (TX) : HWY 75 & Regency Lane - 66372","3121 Regency Ln, Denison TX 75020-3585",8/9/2022,10/19/2022,,33.761453,-96.583389,1,rooftop,3121,"Regency Ln",,,Denison,TX,"Grayson County",75020,US,"City of Denison"
"New York (NY) : Upstate NY : Eastview Mall - 9277","7979 Pittsford Victor Rd Pittsford-Victor, Victor, NY 14564",9/1/2022,10/18/2022,,43.031767,-77.441541,1,range_interpolation,7979,"Pittsford Victor Rd",,,Victor,NY,"Ontario County",14564,US,"TIGER/Line® dataset from the US Census Bureau"
"Maine (ME) : Middle & Exchange St. - 7408","176 Middle St, Portland ME 04101-4005",8/23/2022,10/17/2022,"Closed Union Store",43.657595,-70.254638,1,rooftop,176,"Middle St",,,Portland,ME,"Cumberland County",04101,US,"Maine Office of GIS"
"Michigan (MI) : Telegraph & Maple - 2517","6420 Telegraph Rd, Bloomfield Hills MI 48301-1724",7/29/2022,10/7/2022,,42.546175,-83.28628,1,rooftop,6420,"Telegraph Rd",,,"Bloomfield Hills",MI,"Oakland County",48301,US,Semcog
"California (CA) : Southern California : S. Broadway and E. McCoy - 5917 - Santa Maria CA","2430 S Broadway Ste A, Santa Maria CA 93454-7818",7/22/2022,10/3/2022,,34.915702,-120.435558,1,rooftop,2430,"S Broadway",Ste,A,"Santa Maria",CA,"Santa Barbara County",93454,US,"City of Santa Maria (City of Santa Maria)"
"District of Columbia (DC) : 1429 P Street - 7845","1429 P St NW, Washington DC 20005-1907",8/12/2022,9/30/2022,,38.909858,-77.033091,1,rooftop,1429,"P St NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
"Ohio (OH) : Crocker Park Cafe, Westlake - 47472","269 Main St # A, Westlake OH 44145-8155",7/18/2022,9/29/2022,,41.456482,-81.951309,1,rooftop,269,"Main St",#,A,Westlake,OH,"Cuyahoga County",44145,US,Cuyahoga
"Colorado (CO) : Hwy 34 BP & 11th Ave-Greeley - 6919","2604 11th Ave, Greeley CO 80631-8441",8/5/2022,9/27/2022,,40.39448,-104.69652,1,rooftop,2604,"11th Ave",,,Greeley,CO,"Weld County",80631,US,Weld
"Texas (TX) : Shepherd & Harold - 6371","2801 S Shepherd Dr, Houston TX 77098-1535",7/18/2022,9/22/2022,,29.740488,-95.410374,1,rooftop,2801,"S Shepherd Dr",,,Houston,TX,"Harris County",77098,US,"City of Houston"
"Texas (TX) : W Hildebrand & Fredericksburg - 29191","2202 Fredericksburg Rd, San Antonio TX 78201-3704",7/15/2022,9/20/2022,,29.466312,-98.527519,1,rooftop,2202,"Fredericksburg Rd",,,"San Antonio",TX,"Bexar County",78201,US,"City of San Antonio"
"Oregon (OR) : Pioneer Parkway - Springfield - 59312","1810 Pioneer Pkwy W, Springfield OR 97477-3919",7/6/2022,9/20/2022,,44.063191,-123.027222,1,rooftop,1810,"Pioneer Pkwy W",,,Springfield,OR,"Lane County",97477,US,"Lane (Lane County GIS)"
"New York (NY) : Upstate NY : Crossgates Mall - 11064","1 Crossgates Mall Rd # B231, Albany NY 12203-5368",7/11/2022,9/19/2022,,42.688836,-73.849017,1,rooftop,1,"Crossgates Mall Rd",#,B231,Albany,NY,"Albany County",12203,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"New York (NY) : NYNJJB : Wantagh - 16303","1143 Wantagh Ave, Wantagh NY 11793-2135",6/27/2022,9/16/2022,,40.694731,-73.506966,1,rooftop,1143,"Wantagh Ave",,,Wantagh,NY,"Nassau County",11793,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"New Mexico (NM) : ABQ - Rio Grande and I-40 - 5791","1000 Rio Grande Blvd NW, Albuquerque NM 87104-2032",7/11/2022,9/15/2022,,35.103818,-106.670072,1,rooftop,1000,"Rio Grande Blvd NW",,,Albuquerque,NM,"Bernalillo County",87104,US,Albuquerque
"Michigan (MI) : US-127 & Pickard - Mt Pleasant - 11728","5655 E Pickard St, Mt Pleasant MI 48858-5034",7/21/2022,9/12/2022,,43.611666,-84.732528,0.95,range_interpolation,5655,"E Pickard Rd",,,"Mount Pleasant",MI,"Isabella County",48858,US,"TIGER/Line® dataset from the US Census Bureau"
"Texas (TX) : I-35 & Walnut Ave - 6941","697 S Walnut Ave, New Braunfels TX 78130-5722",6/22/2022,9/12/2022,,29.686694,-98.125849,1,rooftop,697,"S Walnut Ave",,,"New Braunfels",TX,"Comal County",78130,US,Indemnification
"Minnesota (MN) : 2305 Fairview Ave-Fairdale Shoppes - 2209","2305 Fairview Ave N, Roseville MN 55113-2724",6/20/2022,9/8/2022,,45.012392,-93.177879,1,rooftop,2305,"Fairview Ave N",,,"Saint Paul",MN,"Ramsey County",55113,US,"Ramsey County"
"Missouri (MO) : Glenstone & Cherry - 13655","631 S Glenstone Ave, Springfield MO 65802-3205",6/21/2022,8/25/2022,,37.202669,-93.262412,1,rooftop,631,"S Glenstone Ave",,,Springfield,MO,"Greene County",65802,US,Greene
"Pennsylvania (PA) : PA JB : Hampton Shoppes - 28845","4655 William Flynn Hwy, Allison Park PA 15101-2243",6/21/2022,8/25/2022,,40.592087,-79.948387,1,rooftop,4655,"State Rte 8",,,"Allison Park",PA,"Allegheny County",15101,US,Allegheny
"New York (NY) : Upstate NY : Columbia Turnpike, East Greenbush - 22262","600 Columbia Tpke, East Greenbush NY 12061-1610",6/22/2022,8/25/2022,,42.598274,-73.709985,1,rooftop,600,"Columbia Turnpike",,,"East Greenbush",NY,"Rensselaer County",12061,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"New York (NY) : Upstate NY : Vestal Parkway - 7656","2540 Vestal Pkwy E, Vestal NY 13850-2071",5/26/2022,8/24/2022,,42.094504,-76.006101,1,rooftop,2540,"Vestal Pkwy E",,,Vestal,NY,"Broome County",13850,US,Broome
"North Carolina (NC) : Hwy 17 & Middle Sound Loop - 57458","7201 Market St, Wilmington NC 28411-9448",6/1/2022,8/23/2022,,34.272707,-77.818926,1,rooftop,7201,"Market St",,,Wilmington,NC,"New Hanover County",28411,US,"New Hanover"
"California (CA) : Northern California : 2224 Shattuck - Berkeley - 5406","2224 Shattuck Ave, Berkeley CA 94704-1416",6/14/2022,8/22/2022,,37.868862,-122.268413,1,rooftop,2224,"Shattuck Ave",,,Berkeley,CA,"Alameda County",94704,US,"Alameda (Alameda County)"
"New York (NY) : NYNJJB : Forest Ave & Bard Ave - 7888 - Staten Island NY","480 Forest Ave, Staten Island NY 10310-2501",6/27/2022,8/22/2022,,40.630294,-74.106315,1,rooftop,480,"Forest Ave",,,"Staten Island",NY,"Richmond County",10310,US,"City of New York"
"New York (NY) : Upstate NY : Clifton Park Center - 7664","309 Clifton Park Ctr Rd Ste 1, Clifton Park NY 12065-3889",7/5/2022,8/19/2022,,42.861222,-73.778996,1,rooftop,309,"Clifton Park Center Rd",Ste,1,"Clifton Park",NY,"Saratoga County",12065,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"Kentucky (KY) : Bardstown & Heather - 9982","3401 Bardstown Rd, Louisville KY 40218-4607",6/21/2022,8/19/2022,,38.205661,-85.666165,1,rooftop,3401,"Bardstown Rd",,,Louisville,KY,"Jefferson County",40218,US,"Metro Louisville,  LOJIC partners"
"Illinois (IL) : Broadway & Devon - 19283","6350 N Broadway St, Chicago IL 60660-1402",5/31/2022,8/19/2022,,41.997898,-87.660938,1,rooftop,6350,"N Broadway St",,,Chicago,IL,"Cook County",60660,US,"City of Chicago"
"Minnesota (MN) : Edina - Hwy 100 and Industrial Blvd - 24961","5122 Edina Industrial Blvd, Edina MN 55439-3008",6/14/2022,8/18/2022,,44.864523,-93.353273,1,rooftop,5122,"Edina Industrial Blvd",,,Minneapolis,MN,"Hennepin County",55439,US,Hennepin
"Pennsylvania (PA) : PA JB : Peters Township - 9992","4080 Washington Rd, McMurray PA 15317-2580",7/7/2022,8/18/2022,,40.265817,-80.12999,1,rooftop,4080,"Washington Rd",,,Canonsburg,PA,"Washington County",15317,US,Washington
"California (CA) : Northern California : San Francisco CA - 4094 18th St. - 9212","4094 18th St, San Francisco CA 94114-2534",6/6/2022,8/16/2022,,37.761093,-122.4347,1,rooftop,4094,"18th St",,,"San Francisco",CA,"San Francisco County",94114,US,"San Francisco (Public Domain Dedication and License (PDDL) v1.0)"
"New York (NY) : Upstate NY : Malta, Kelch Drive - 52734","2 Kelch Dr, Malta NY 12020-4315",5/17/2022,8/15/2022,,42.971329,-73.797888,1,rooftop,2,"Kelch Dr",,,"Ballston Spa",NY,"Saratoga County",12020,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"Illinois (IL) : E Main and N Lewis - 59412","1025 E Main St, Carbondale IL 62901-3121",5/27/2022,8/11/2022,,37.728116,-89.200274,1,rooftop,1025,"E Main St",,,Carbondale,IL,"Jackson County",62901,US,Jackson
"Missouri (MO) : Hanley & Dale - 53585","8023 Dale Ave, Richmond Heights MO 63117-1448",5/31/2022,8/10/2022,,38.627939,-90.332778,1,rooftop,8023,"Dale Ave",,,"Saint Louis",MO,"St. Louis County",63117,US,"St Louis (CC0)"
"New Jersey (NJ) : Church & South Park - 13856 - Montclair NJ","40 S Park St, Montclair, NJ 07042",6/16/2022,8/10/2022,,40.814138,-74.220001,1,range_interpolation,40,"S Park St",,,Montclair,NJ,"Essex County",07042,US,"TIGER/Line® dataset from the US Census Bureau"
"Oregon (OR) : Macadam Avenue - 432","6080 S Macadam Ave, Portland OR 97239-3650",6/6/2022,8/10/2022,"Closed Union Store",45.479788,-122.672659,1,rooftop,6080,"S Macadam Ave",,,Portland,OR,"Multnomah County",97239,US,"City of Portland (Public Domain Dedication and License (PDDL) v1.0)"
"Oregon (OR) : Commercial & Oakhill - Salem - 14305","3904 Commercial St SE, Salem OR 97302-3837",5/26/2022,8/9/2022,,44.899804,-123.038502,1,rooftop,3904,"Commercial St SE",,,Salem,OR,"Marion County",97302,US,"City of Salem (City of Salem, Oregon)"
"Texas (TX) : Mockingbird Station - 6367","5331 E Mockingbird Ln Ste 150, Dallas TX 75206-5197",5/25/2022,8/8/2022,,32.837844,-96.776171,1,rooftop,5331,"E Mockingbird Ln",Ste,150,Dallas,TX,"Dallas County",75206,US,Dallas
"Washington (WA) : North Bend & Mt Si- 13730 - North Bend WA","721 SW Mt Si Blvd # B, North Bend WA 98045-8990",6/6/2022,8/8/2022,,47.49566,-121.78678,0.5,place,,,,,Northbend,WA,"King County",98045,US,"TIGER/Line® dataset from the US Census Bureau"
"Texas (TX) : Blanco & Wurzbach - 29619","12711 Blanco Rd, San Antonio TX 78216-8107",6/2/2022,8/5/2022,,29.557091,-98.517068,1,rooftop,12711,"Blanco Rd",,,"San Antonio",TX,"Bexar County",78216,US,"City of San Antonio"
"New York (NY) : Upstate NY : Niskayuna Shoprite Square - 7363","2303 Nott St E, Niskayuna NY 12309-4302",6/22/2022,8/5/2022,,42.815709,-73.890894,1,rooftop,2303,"Nott St E",,,Schenectady,NY,"Schenectady County",12309,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"Oregon (OR) : 4th & Morrison - Portland - 15727","401 SW Morrison St, Portland OR 97204-1406",5/31/2022,8/5/2022,"Closed Union Store",45.518682,-122.676726,1,rooftop,401,"SW Morrison St",,,Portland,OR,"Multnomah County",97204,US,"City of Portland (Public Domain Dedication and License (PDDL) v1.0)"
"California (CA) : Southern California : Fairfax & Olympic - 5577","6066 W Olympic Blvd, Los Angeles CA 90036-4402",5/24/2022,8/3/2022,,34.05792,-118.36367,1,rooftop,6066,"W Olympic Blvd",,,"Los Angeles",CA,"Los Angeles County",90036,US,"City of Los Angeles (CC0 1.0)"
"Pennsylvania (PA) : PA JB : 7707 McKnight Road - 19816","7707 McKnight Rd, Pittsburgh PA 15237-3519",5/31/2022,8/3/2022,,40.546556,-80.017906,1,rooftop,7707,"McKnight Rd",,,Pittsburgh,PA,"Allegheny County",15237,US,Allegheny
"Illinois (IL) : Lincoln & Jersey - Lincoln Village - 2929","6075 N Lincoln Ave, Chicago IL 60659-2435",5/26/2022,8/3/2022,,41.993088,-87.711326,1,rooftop,6075,"N Lincoln Ave",,,Chicago,IL,"Cook County",60659,US,Cook
"California (CA) : Southern California : Figueroa & Cypress - 55230","3241 N Figueroa St, Los Angeles CA 90065-1525",5/19/2022,8/2/2022,,34.08636,-118.21941,1,rooftop,3241,"N Figueroa St",,,"Los Angeles",CA,"Los Angeles County",90065,US,"City of Los Angeles (CC0 1.0)"
"California (CA) : Southern California : Iowa & University - 5370","1303 University Ave, Riverside CA 92507-4446",5/20/2022,7/29/2022,,33.975958,-117.340265,1,rooftop,1303,"University Ave",,,Riverside,CA,"Riverside County",92507,US,"City of Riverside"
"Indiana (IN) : Clarksville - Veterans Pkwy & I-65 - 28174","1231 Veterans Pkwy, Clarksville IN 47129-2400",5/31/2022,7/29/2022,,38.328746,-85.760695,1,rooftop,1231,"Veterans Pkwy",,,Clarksville,IN,"Clark County",47129,US,"Address Points of Indiana: Address Points Maintained by Local Government Agencies in Indiana, (Indiana Geographic Information Office, File Geodatabase, Point Feature Class)"
"California (CA) : Southern California : Lenwood Road & Mercantile Way - 5524 - Barstow CA","2489 Lenwood Rd, Barstow, CA",5/17/2022,7/27/2022,,34.871803,-117.117846,0.7,street_center,,"Lenwood Rd",,,Barstow,CA,"San Bernardino County",92311,US,"TIGER/Line® dataset from the US Census Bureau"
"New York (NY) : NYNJJB : Farmingville-North Ocean Ave. - 48613","2280 N Ocean Ave # B, Farmingville NY 11738-2911",5/3/2022,7/26/2022,,40.827322,-73.023771,1,rooftop,2280,"N Ocean Ave",#,B,Farmingville,NY,"Suffolk County",11738,US,"Suffolk (Suffolk County Dept. of Information Technology - GIS Unit. CC BY 4.0)"
"Pennsylvania (PA) : PA JB : Liberty & Baum - Courtyard - 7625","5310 Liberty Ave, Pittsburgh, PA 15224",5/20/2022,7/26/2022,,40.455916,-79.939651,1,rooftop,5310,"Liberty Ave",,,Pittsburgh,PA,"Allegheny County",15224,US,Allegheny
"Oklahoma (OK) : 63rd & Grand - 6490","1123 NW 63rd St, Nichols Hills OK 73116-6504",2/22/2022,7/25/2022,,35.537017,-97.530643,1,range_interpolation,1123,"NW 63rd St",,,"Nichols Hills",OK,"Oklahoma County",73116,US,"TIGER/Line® dataset from the US Census Bureau"
"Ohio (OH) : University Circle - UH - 10208","11302 Euclid Ave, Cleveland OH 44106-3925",3/16/2022,7/22/2022,,41.508158,-81.605932,1,rooftop,11302,"Euclid Ave",,,Cleveland,OH,"Cuyahoga County",44106,US,Cuyahoga
"California (CA) : Southern California : Bolsa & Edwards - 9630","6502 Bolsa Ave Ste 101, Huntington Beach CA 92647-2662",5/12/2022,7/22/2022,,33.744236,-118.015182,1,rooftop,6502,"Bolsa Ave",Ste,101,"Huntington Beach",CA,"Orange County",92647,US,"Orange (CC0 1.0)"
"Illinois (IL) : Rockford IL - 10368 - North Perryville & Olde Creek","3001 N Perryville Rd, Rockford IL 61114-8016",5/9/2022,7/21/2022,,42.305068,-88.978607,1,rooftop,3001,"N Perryville Rd",,,Rockford,IL,"Winnebago County",61114,US,Winnebago
"Massachusetts (MA) : Tremont-South End - 7551 - MA","627 Tremont St Spc #1, Boston, MA 02118",3/23/2022,7/20/2022,,42.342648,-71.074674,1,rooftop,627,"Tremont St",Ste,1,Boston,MA,"Suffolk County",02118,US,"City of Boston"
"Utah (UT) : 4th and 4th - 5658","421 E 400 S, Salt Lake City UT 84111-3001",5/9/2022,7/19/2022,,40.76094,-111.878884,1,rooftop,421,"E 400 S",,,"Salt Lake City",UT,"Salt Lake County",84111,US,"Utah AGRC (and individual UT counties)"
"Ohio (OH) : W.117th, Clifton Blvd - 2316","11623 Clifton Blvd, Cleveland OH 44102-1319",2/22/2022,7/19/2022,,41.487235,-81.76844,1,rooftop,11623,"Clifton Blvd",,,Cleveland,OH,"Cuyahoga County",44102,US,Cuyahoga
"Ohio (OH) : Mayfield & Lee, Cleveland Hts. - 2618","3093 Mayfield Rd, Cleveland Heights OH 44118-1701",2/22/2022,7/19/2022,,41.516224,-81.568919,1,rooftop,3093,"Mayfield Rd",,,Cleveland,OH,"Cuyahoga County",44118,US,Cuyahoga
"Connecticut (CT) : Vernon - 27448 - Vernon CT","135 Talcottville Rd, Vernon CT 06066-4703",5/12/2022,7/14/2022,,41.83243,-72.493678,1,range_interpolation,135,"Talcottville Rd",,,"Vernon Rockville",CT,"Capitol Planning Region",06066,US,"TIGER/Line® dataset from the US Census Bureau"
"Maine (ME) : Biddeford, Alfred St - 48490","360 Alfred St, Biddeford ME 04005-3701",5/12/2022,7/14/2022,,43.483132,-70.472412,1,rooftop,360,"Alfred St",,,Biddeford,ME,"York County",04005,US,"Maine Office of GIS"
"Vermont (VT) : Shelburne Road - 3473","580 Shelburne Rd Ste 9, Burlington VT 05401-6905",5/2/2022,7/14/2022,,44.448773,-73.208096,1,rooftop,580,"Shelburne Rd",Ste,9,Burlington,VT,"Chittenden County",05401,US,"Statewide (VT Enhanced 911 Board, VCGI)"
"Tennessee (TN) : Cusick & Alcoa - 11293","121 Cusick Rd, Alcoa TN 37701-3125",4/26/2022,7/11/2022,,35.812727,-83.982467,1,rooftop,121,"Cusick Rd",,,Alcoa,TN,"Blount County",37701,US,Blount
"New York (NY) : Upstate NY : East Amherst - 10750","9660 Transit Rd # 101, East Amherst NY 14051-1484",4/28/2022,7/11/2022,,43.032938,-78.698985,1,rooftop,9660,"Transit Rd",#,101,"East Amherst",NY,"Erie County",14051,US,Erie
"Oregon (OR) : Clackamas Crossing - 468","9610 SE 82nd Ave, Happy Valley OR 97086-3721",5/2/2022,7/8/2022,,45.453956,-122.578679,1,rooftop,9610,"SE 82nd Ave",,,"Happy Valley",OR,"Clackamas County",97086,US,"City of Portland (Public Domain Dedication and License (PDDL) v1.0)"
"Missouri (MO) : Hwy 141 & I-44 - 10563 - Valley Park MO","922 Meramec Station Rd, Valley Park MO 63088-2008",4/22/2022,7/7/2022,,38.536619,-90.496528,1,rooftop,922,"Meramec Station Rd",,,"Valley Park",MO,"St. Louis County",63088,US,"St Louis (CC0)"
"Arizona (AZ) : U of A at University & Euclid - 5505","802 E University Blvd # 804, Tucson AZ 85719-5005",4/19/2022,7/6/2022,,32.231497,-110.959076,1,rooftop,802,"E University Blvd",#,804,Tucson,AZ,"Pima County",85719,US,Pima
"Washington (WA) : Cordata Center - 354 - Bellingham WA","4303 Meridian St # 101, Bellingham WA 98226-7624",5/9/2022,7/6/2022,,48.798128,-122.486519,1,rooftop,4303,"Meridian St",#,101,Bellingham,WA,"Whatcom County",98226,US,"City of Bellingham"
"Virginia (VA) : Carytown - 7264","3555 W Cary St, Richmond VA 23221-2728",2/15/2022,6/30/2022,,37.555473,-77.488864,1,rooftop,3555,"W Cary St",,,Richmond,VA,"Richmond City",23221,US,"City of Richmond"
"Virginia (VA) : Arthur Ashe Blvd & Myers - 23129","1017 N Arthur Ashe Blvd, Richmond VA 23230-4803",2/14/2022,6/30/2022,,37.564317,-77.468943,1,rooftop,1017,"N Arthur Ashe Blvd",,,Richmond,VA,"Richmond City",23230,US,"City of Richmond"
"Wisconsin (WI) : Capitol Square - Main & MLK - 2425 - Madison WI","1 E Main St, Madison WI 53703-3373",3/30/2022,6/30/2022,,43.073814,-89.38242,1,rooftop,1,"E Main St",,,Madison,WI,"Dane County",53703,US,"Statewide WI"
